# Generated by MIB Walker
# Version 10.10.201
# 28/12/2017 04:49:49 p.m.
#
# MIB Walk of 10.12.13.2
MIB	OID	Name	Type	Value
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.5	enterprises.34592.1.3.2.3.2.1.15.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.6	enterprises.34592.1.3.2.3.2.1.15.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.7	enterprises.34592.1.3.2.3.2.1.15.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.8	enterprises.34592.1.3.2.3.2.1.15.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.9	enterprises.34592.1.3.2.3.2.1.15.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.10	enterprises.34592.1.3.2.3.2.1.15.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.11	enterprises.34592.1.3.2.3.2.1.15.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.12	enterprises.34592.1.3.2.3.2.1.15.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.13	enterprises.34592.1.3.2.3.2.1.15.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.14	enterprises.34592.1.3.2.3.2.1.15.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.15	enterprises.34592.1.3.2.3.2.1.15.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.15.16	enterprises.34592.1.3.2.3.2.1.15.16		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.1	enterprises.34592.1.3.2.3.2.1.16.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.2	enterprises.34592.1.3.2.3.2.1.16.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.3	enterprises.34592.1.3.2.3.2.1.16.3		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.4	enterprises.34592.1.3.2.3.2.1.16.4		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.5	enterprises.34592.1.3.2.3.2.1.16.5		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.6	enterprises.34592.1.3.2.3.2.1.16.6		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.7	enterprises.34592.1.3.2.3.2.1.16.7		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.8	enterprises.34592.1.3.2.3.2.1.16.8		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.9	enterprises.34592.1.3.2.3.2.1.16.9		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.10	enterprises.34592.1.3.2.3.2.1.16.10		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.11	enterprises.34592.1.3.2.3.2.1.16.11		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.12	enterprises.34592.1.3.2.3.2.1.16.12		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.13	enterprises.34592.1.3.2.3.2.1.16.13		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.14	enterprises.34592.1.3.2.3.2.1.16.14		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.15	enterprises.34592.1.3.2.3.2.1.16.15		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.16.16	enterprises.34592.1.3.2.3.2.1.16.16		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.1	enterprises.34592.1.3.2.3.2.1.17.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.2	enterprises.34592.1.3.2.3.2.1.17.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.3	enterprises.34592.1.3.2.3.2.1.17.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.4	enterprises.34592.1.3.2.3.2.1.17.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.5	enterprises.34592.1.3.2.3.2.1.17.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.6	enterprises.34592.1.3.2.3.2.1.17.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.7	enterprises.34592.1.3.2.3.2.1.17.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.8	enterprises.34592.1.3.2.3.2.1.17.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.9	enterprises.34592.1.3.2.3.2.1.17.9		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.10	enterprises.34592.1.3.2.3.2.1.17.10		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.11	enterprises.34592.1.3.2.3.2.1.17.11		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.12	enterprises.34592.1.3.2.3.2.1.17.12		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.13	enterprises.34592.1.3.2.3.2.1.17.13		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.14	enterprises.34592.1.3.2.3.2.1.17.14		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.15	enterprises.34592.1.3.2.3.2.1.17.15		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.17.16	enterprises.34592.1.3.2.3.2.1.17.16		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.1	enterprises.34592.1.3.2.3.2.1.18.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.2	enterprises.34592.1.3.2.3.2.1.18.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.3	enterprises.34592.1.3.2.3.2.1.18.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.4	enterprises.34592.1.3.2.3.2.1.18.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.5	enterprises.34592.1.3.2.3.2.1.18.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.6	enterprises.34592.1.3.2.3.2.1.18.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.7	enterprises.34592.1.3.2.3.2.1.18.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.8	enterprises.34592.1.3.2.3.2.1.18.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.9	enterprises.34592.1.3.2.3.2.1.18.9		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.10	enterprises.34592.1.3.2.3.2.1.18.10		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.11	enterprises.34592.1.3.2.3.2.1.18.11		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.12	enterprises.34592.1.3.2.3.2.1.18.12		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.13	enterprises.34592.1.3.2.3.2.1.18.13		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.14	enterprises.34592.1.3.2.3.2.1.18.14		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.15	enterprises.34592.1.3.2.3.2.1.18.15		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.18.16	enterprises.34592.1.3.2.3.2.1.18.16		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.1	enterprises.34592.1.3.2.3.2.1.19.1		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.2	enterprises.34592.1.3.2.3.2.1.19.2		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.3	enterprises.34592.1.3.2.3.2.1.19.3		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.4	enterprises.34592.1.3.2.3.2.1.19.4		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.5	enterprises.34592.1.3.2.3.2.1.19.5		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.6	enterprises.34592.1.3.2.3.2.1.19.6		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.7	enterprises.34592.1.3.2.3.2.1.19.7		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.8	enterprises.34592.1.3.2.3.2.1.19.8		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.9	enterprises.34592.1.3.2.3.2.1.19.9		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.10	enterprises.34592.1.3.2.3.2.1.19.10		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.11	enterprises.34592.1.3.2.3.2.1.19.11		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.12	enterprises.34592.1.3.2.3.2.1.19.12		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.13	enterprises.34592.1.3.2.3.2.1.19.13		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.14	enterprises.34592.1.3.2.3.2.1.19.14		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.15	enterprises.34592.1.3.2.3.2.1.19.15		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.19.16	enterprises.34592.1.3.2.3.2.1.19.16		500
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.1	enterprises.34592.1.3.2.3.2.1.20.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.2	enterprises.34592.1.3.2.3.2.1.20.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.3	enterprises.34592.1.3.2.3.2.1.20.3		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.4	enterprises.34592.1.3.2.3.2.1.20.4		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.5	enterprises.34592.1.3.2.3.2.1.20.5		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.6	enterprises.34592.1.3.2.3.2.1.20.6		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.7	enterprises.34592.1.3.2.3.2.1.20.7		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.8	enterprises.34592.1.3.2.3.2.1.20.8		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.9	enterprises.34592.1.3.2.3.2.1.20.9		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.10	enterprises.34592.1.3.2.3.2.1.20.10		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.11	enterprises.34592.1.3.2.3.2.1.20.11		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.12	enterprises.34592.1.3.2.3.2.1.20.12		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.13	enterprises.34592.1.3.2.3.2.1.20.13		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.14	enterprises.34592.1.3.2.3.2.1.20.14		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.15	enterprises.34592.1.3.2.3.2.1.20.15		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.20.16	enterprises.34592.1.3.2.3.2.1.20.16		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.1	enterprises.34592.1.3.2.3.2.1.21.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.2	enterprises.34592.1.3.2.3.2.1.21.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.3	enterprises.34592.1.3.2.3.2.1.21.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.4	enterprises.34592.1.3.2.3.2.1.21.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.5	enterprises.34592.1.3.2.3.2.1.21.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.6	enterprises.34592.1.3.2.3.2.1.21.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.7	enterprises.34592.1.3.2.3.2.1.21.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.8	enterprises.34592.1.3.2.3.2.1.21.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.9	enterprises.34592.1.3.2.3.2.1.21.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.10	enterprises.34592.1.3.2.3.2.1.21.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.11	enterprises.34592.1.3.2.3.2.1.21.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.12	enterprises.34592.1.3.2.3.2.1.21.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.13	enterprises.34592.1.3.2.3.2.1.21.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.14	enterprises.34592.1.3.2.3.2.1.21.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.15	enterprises.34592.1.3.2.3.2.1.21.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.21.16	enterprises.34592.1.3.2.3.2.1.21.16		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.1	enterprises.34592.1.3.2.3.2.1.22.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.2	enterprises.34592.1.3.2.3.2.1.22.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.3	enterprises.34592.1.3.2.3.2.1.22.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.4	enterprises.34592.1.3.2.3.2.1.22.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.5	enterprises.34592.1.3.2.3.2.1.22.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.6	enterprises.34592.1.3.2.3.2.1.22.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.7	enterprises.34592.1.3.2.3.2.1.22.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.8	enterprises.34592.1.3.2.3.2.1.22.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.9	enterprises.34592.1.3.2.3.2.1.22.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.10	enterprises.34592.1.3.2.3.2.1.22.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.11	enterprises.34592.1.3.2.3.2.1.22.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.12	enterprises.34592.1.3.2.3.2.1.22.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.13	enterprises.34592.1.3.2.3.2.1.22.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.14	enterprises.34592.1.3.2.3.2.1.22.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.15	enterprises.34592.1.3.2.3.2.1.22.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.3.2.1.22.16	enterprises.34592.1.3.2.3.2.1.22.16		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.4.3.1.2.1	enterprises.34592.1.3.2.4.3.1.2.1		ÿÿ
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.4.3.1.3.1	enterprises.34592.1.3.2.4.3.1.3.1		ÿÿ
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.4.3.1.4.1	enterprises.34592.1.3.2.4.3.1.4.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.4.4.1.0	enterprises.34592.1.3.2.4.4.1.0		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.1.0	enterprises.34592.1.3.2.6.1.1.0		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.2.0	enterprises.34592.1.3.2.6.1.2.0		32768
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.3.0	enterprises.34592.1.3.2.6.1.3.0		20
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.4.0	enterprises.34592.1.3.2.6.1.4.0		15
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.5.0	enterprises.34592.1.3.2.6.1.5.0		6
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.6.0	enterprises.34592.1.3.2.6.1.6.0		¸ø(KUµ
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.7.0	enterprises.34592.1.3.2.6.1.7.0		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.8.0	enterprises.34592.1.3.2.6.1.8.0		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.9.0	enterprises.34592.1.3.2.6.1.9.0		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.1.10.0	enterprises.34592.1.3.2.6.1.10.0		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.1	enterprises.34592.1.3.2.6.2.1.1.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.2	enterprises.34592.1.3.2.6.2.1.1.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.3	enterprises.34592.1.3.2.6.2.1.1.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.4	enterprises.34592.1.3.2.6.2.1.1.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.5	enterprises.34592.1.3.2.6.2.1.1.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.6	enterprises.34592.1.3.2.6.2.1.1.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.7	enterprises.34592.1.3.2.6.2.1.1.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.1.8	enterprises.34592.1.3.2.6.2.1.1.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.1	enterprises.34592.1.3.2.6.2.1.2.1		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.2	enterprises.34592.1.3.2.6.2.1.2.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.3	enterprises.34592.1.3.2.6.2.1.2.3		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.4	enterprises.34592.1.3.2.6.2.1.2.4		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.5	enterprises.34592.1.3.2.6.2.1.2.5		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.6	enterprises.34592.1.3.2.6.2.1.2.6		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.7	enterprises.34592.1.3.2.6.2.1.2.7		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.2.8	enterprises.34592.1.3.2.6.2.1.2.8		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.1	enterprises.34592.1.3.2.6.2.1.3.1		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.2	enterprises.34592.1.3.2.6.2.1.3.2		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.3	enterprises.34592.1.3.2.6.2.1.3.3		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.4	enterprises.34592.1.3.2.6.2.1.3.4		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.5	enterprises.34592.1.3.2.6.2.1.3.5		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.6	enterprises.34592.1.3.2.6.2.1.3.6		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.7	enterprises.34592.1.3.2.6.2.1.3.7		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.3.8	enterprises.34592.1.3.2.6.2.1.3.8		20000
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.1	enterprises.34592.1.3.2.6.2.1.4.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.2	enterprises.34592.1.3.2.6.2.1.4.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.3	enterprises.34592.1.3.2.6.2.1.4.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.4	enterprises.34592.1.3.2.6.2.1.4.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.5	enterprises.34592.1.3.2.6.2.1.4.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.6	enterprises.34592.1.3.2.6.2.1.4.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.7	enterprises.34592.1.3.2.6.2.1.4.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.4.8	enterprises.34592.1.3.2.6.2.1.4.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.1	enterprises.34592.1.3.2.6.2.1.5.1		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.2	enterprises.34592.1.3.2.6.2.1.5.2		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.3	enterprises.34592.1.3.2.6.2.1.5.3		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.4	enterprises.34592.1.3.2.6.2.1.5.4		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.5	enterprises.34592.1.3.2.6.2.1.5.5		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.6	enterprises.34592.1.3.2.6.2.1.5.6		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.7	enterprises.34592.1.3.2.6.2.1.5.7		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.5.8	enterprises.34592.1.3.2.6.2.1.5.8		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.1	enterprises.34592.1.3.2.6.2.1.6.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.2	enterprises.34592.1.3.2.6.2.1.6.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.3	enterprises.34592.1.3.2.6.2.1.6.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.4	enterprises.34592.1.3.2.6.2.1.6.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.5	enterprises.34592.1.3.2.6.2.1.6.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.6	enterprises.34592.1.3.2.6.2.1.6.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.7	enterprises.34592.1.3.2.6.2.1.6.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.6.8	enterprises.34592.1.3.2.6.2.1.6.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.1	enterprises.34592.1.3.2.6.2.1.7.1		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.2	enterprises.34592.1.3.2.6.2.1.7.2		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.3	enterprises.34592.1.3.2.6.2.1.7.3		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.4	enterprises.34592.1.3.2.6.2.1.7.4		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.5	enterprises.34592.1.3.2.6.2.1.7.5		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.6	enterprises.34592.1.3.2.6.2.1.7.6		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.7	enterprises.34592.1.3.2.6.2.1.7.7		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.7.8	enterprises.34592.1.3.2.6.2.1.7.8		3
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.1	enterprises.34592.1.3.2.6.2.1.8.1		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.2	enterprises.34592.1.3.2.6.2.1.8.2		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.3	enterprises.34592.1.3.2.6.2.1.8.3		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.4	enterprises.34592.1.3.2.6.2.1.8.4		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.5	enterprises.34592.1.3.2.6.2.1.8.5		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.6	enterprises.34592.1.3.2.6.2.1.8.6		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.7	enterprises.34592.1.3.2.6.2.1.8.7		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.8.8	enterprises.34592.1.3.2.6.2.1.8.8		2
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.9.1	enterprises.34592.1.3.2.6.2.1.9.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.9.2	enterprises.34592.1.3.2.6.2.1.9.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.2.6.2.1.9.3	enterprises.34592.1.3.2.6.2.1.9.3		1
