# Generated by MIB Walker
# Version 10.10.201
# 28/12/2017 04:49:49 p.m.
#
# MIB Walk of 10.12.13.2
MIB	OID	Name	Type	Value
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.2049.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.2049.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.2305.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.2305.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.2305.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.2305.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.3329.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.3329.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.3329.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.3329.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.3585.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.3585.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.3585.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.3585.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4097.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4097.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4097.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4097.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4353.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4353.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4353.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4353.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4609.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4609.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4609.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4609.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4865.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4865.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.4865.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.4865.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.5121.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.5121.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.5121.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.5121.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.5377.1	enterprises.34592.1.3.3.12.3.1.1.4.1.3.5377.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.3.5377.2	enterprises.34592.1.3.3.12.3.1.1.4.1.3.5377.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.257.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.257.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.257.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.257.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.513.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.513.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.513.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.513.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.769.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.769.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.769.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.769.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1025.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1025.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1025.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1025.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1281.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1281.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1281.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1281.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1537.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1537.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.1537.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.1537.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.2305.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.2305.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.2305.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.2305.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.2817.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.2817.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.2817.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.2817.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.3073.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.3073.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.3073.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.3073.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.3841.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.3841.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.3841.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.3841.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.5633.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.5633.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.5633.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.5633.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.6401.1	enterprises.34592.1.3.3.12.3.1.1.4.1.5.6401.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.5.6401.2	enterprises.34592.1.3.3.12.3.1.1.4.1.5.6401.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.257.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.257.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.257.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.257.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.769.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.769.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.769.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.769.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1025.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1025.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1025.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1025.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1281.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1281.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1281.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1281.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1537.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1537.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1537.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1537.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1793.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1793.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.1793.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.1793.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.2049.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.2049.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.2049.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.2049.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.2305.1	enterprises.34592.1.3.3.12.3.1.1.4.1.6.2305.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.6.2305.2	enterprises.34592.1.3.3.12.3.1.1.4.1.6.2305.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.257.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.257.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.257.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.257.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.513.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.513.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.513.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.513.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.769.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.769.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.769.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.769.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.1793.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.1793.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.1793.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.1793.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2305.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2305.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2305.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2305.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2561.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2561.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2561.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2561.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2817.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2817.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.2817.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.2817.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3073.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3073.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3073.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3073.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3329.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3329.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3329.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3329.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3585.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3585.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3585.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3585.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3841.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3841.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.3841.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.3841.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.4353.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.4353.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.4353.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.4353.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.4609.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.4609.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.4609.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.4609.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5121.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5121.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5121.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5121.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5377.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5377.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5377.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5377.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5889.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5889.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.5889.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.5889.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.6145.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.6145.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.6145.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.6145.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.6401.1	enterprises.34592.1.3.3.12.3.1.1.4.1.7.6401.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.7.6401.2	enterprises.34592.1.3.3.12.3.1.1.4.1.7.6401.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.257.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.257.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.257.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.257.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.513.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.513.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.513.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.513.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.769.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.769.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.769.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.769.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1281.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1281.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1281.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1281.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1537.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1537.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1537.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1537.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1793.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1793.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.1793.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.1793.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2049.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2049.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2049.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2049.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2305.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2305.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2305.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2305.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2561.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2561.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2561.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2561.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2817.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2817.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.2817.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.2817.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3073.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3073.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3073.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3073.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3329.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3329.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3329.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3329.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3585.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3585.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3585.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3585.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3841.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3841.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.3841.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.3841.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.4097.1	enterprises.34592.1.3.3.12.3.1.1.4.1.8.4097.1		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.4.1.8.4097.2	enterprises.34592.1.3.3.12.3.1.1.4.1.8.4097.2		128
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.257.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.257.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.257.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.257.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.513.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.513.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.513.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.513.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1025.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1025.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1025.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1025.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1281.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1281.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1281.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1281.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1537.1	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1537.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.1.1537.2	enterprises.34592.1.3.3.12.3.1.1.5.1.1.1537.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.2.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.2.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.2.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.2.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.1025.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.1025.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.1025.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.1025.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.1537.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.1537.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.1537.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.1537.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.2049.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.2049.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.2049.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.2049.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.2305.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.2305.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.2305.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.2305.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.3329.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.3329.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.3329.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.3329.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.3585.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.3585.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.3585.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.3585.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4097.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4097.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4097.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4097.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4353.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4353.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4353.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4353.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4609.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4609.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4609.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4609.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4865.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4865.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.4865.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.4865.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.5121.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.5121.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.5121.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.5121.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.5377.1	enterprises.34592.1.3.3.12.3.1.1.5.1.3.5377.1		1
